ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,defensive_multiplier,defensive_bucket,defensive_notes,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
ARWR,176,29.53,,,,,,,,,none,late,mid,False,92.75,60,1.0073,70.04,55.43,21.34,57.60,4,Baker Bros,68.00,LOW,LOW,26.43,ev_cfo,0.8000,51.05,exceptional,Janssen; Takeda,64.8,ODD; FT,100.0,highly_crowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
MRSN,177,29.13,,,,,,,,,none,late,micro,False,92.75,60,1.5039,50.00,50.00,0,50.00,0,,71.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
TSHA,178,29.01,,,,,,,,,none,late,small,False,39.11,60,-0.0807,50.00,50.00,0,68.60,8,Baker Bros; RA Capital,77.00,MEDIUM,HIGH,22.67,mcap_per_trial,0.8000,50,unknown,,50,,50.0,uncrowded,68.0,focused,0.80000,0.95,0.85,0.45,0.7
CDXS,179,28.99,,,,,,,,,sev1,early,micro,False,7.25,60,-0.6332,50.00,50.00,0,56.60,5,,61.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,42.0,concentrated,0.74500,0.95,0.85,0.45,0.7
AURA,180,28.95,,,,,,,,,none,late,small,False,7.25,60,-0.3535,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,87.89,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.7
ATXS,181,28.87,,,,,,,,,none,late,small,False,54.31,60,0.0319,50.00,50.00,0,53.60,2,,54.00,LOW,LOW,49.38,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,76.0,diversified,0.83000,0.95,0.95,0.45,0.7
NUVB,182,28.75,,,,,,,,,none,late,small,False,69.60,60,0.1452,50.00,50.00,0,52.40,1,,82.00,MEDIUM,MODERATE,48.14,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.7
ANAB,183,28.72,,,,,,,,,sev1,mid,small,False,92.75,60,0.3011,50.00,50.00,0,57.20,3,,88.00,HIGH,HIGH,44.55,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,74.0,diversified,0.83500,0.95,0.95,0.45,0.7
OLMA,184,28.67,,,,,,,,,none,late,mid,False,92.75,60,2.1103,73.70,57.61,20.07,57.80,6,,60.00,LOW,LOW,27.02,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
TECX,185,28.60,,,,,,,,,none,mid,small,False,19.89,60,-0.2113,50.00,50.00,0,57.00,4,Baker Bros,91.00,HIGH,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
KALV,186,28.42,,,,,,,,,sev1,late,small,False,50.18,60,0.0014,50.00,50.00,0,50.00,0,,74.00,HIGH,HIGH,75.47,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
ADMA,187,28.30,,,,,,,,,none,late,mid,False,16.69,60,-0.2338,50.00,50.00,0,48.80,2,,63.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
LBRX,188,28.22,,,,,,,,,none,late,small,False,72.70,60,0.1780,50.00,50.00,0,60.40,3,Baker Bros; RA Capital,50,UNKNOWN,UNKNOWN,51.86,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.82500,0.95,0.95,0.45,0.7
RCUS,189,28.22,,,,,,,,,sev1,late,mid,False,90.92,60,0.2872,80.00,69.93,46.42,56.40,2,RA Capital,53.00,LOW,LOW,55.59,mcap_per_trial,0.8000,48.08,exceptional,Gilead,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
AUPH,190,28.18,,,,,,,,,none,late,small,False,34.19,60,-0.1171,50.00,50.00,0,50.00,0,,59.00,LOW,LOW,67.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
TGTX,191,28.15,,,,,,,,,none,early,mid,False,15.99,60,-0.2387,50.00,50.00,0,50.60,1,,79.00,MEDIUM,HIGH,28.19,ev_revenue,0.8000,35.75,strong,Janssen,73.8,ODD; BTD; FT,100.0,highly_crowded,42.0,concentrated,0.80500,0.95,0.85,0.45,0.7
FDMT,192,27.94,,,,,,,,,none,late,small,False,26.51,60,-0.1648,50.00,50.00,0,51.20,1,RA Capital,59.00,MEDIUM,MODERATE,71.12,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
ELDN,193,27.86,,,,,,,,,sev1,mid,micro,False,7.25,60,-0.4504,50.00,50.00,0,54.00,1,RA Capital,50,UNKNOWN,UNKNOWN,82.73,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,71.0,diversified,0.83500,0.95,0.95,0.45,0.7
IMCR,194,27.74,,,,,,,,,none,late,small,False,18.82,60,-0.2188,98.00,80.39,39.31,56.40,2,Baker Bros,77.00,MEDIUM,HIGH,12.86,ev_cfo,0.8000,50,unknown,,67.2,ODD; RMAT,100.0,highly_crowded,79.0,diversified,0.87500,0.95,0.95,0.65,0.7
SERA,195,27.47,,,,,,,,,none,early,micro,False,17.72,60,-0.2265,50.00,50.00,0,54.00,1,Baker Bros,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,60.0,focused,0.83500,0.95,0.95,0.45,0.7
AGIO,196,27.45,,,,,,,,,sev1,late,small,False,7.25,60,-0.4229,50.00,50.00,0,59.40,6,Baker Bros,48.00,LOW,LOW,58.07,mcap_per_trial,0.8000,50,unknown,,73.8,ODD; BTD; FT,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
TARA,197,27.33,,,,,,,,,none,late,small,False,92.75,60,0.4453,50.00,50.00,0,54.00,1,Baker Bros,50,UNKNOWN,UNKNOWN,70.50,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
IMVT,198,27.19,,,,,,,,,none,late,mid,False,53.82,60,0.0283,73.70,57.61,20.07,53.80,4,Baker Bros; Perceptive,61.00,MEDIUM,MODERATE,32.61,mcap_per_trial,0.8000,50.75,strong,Roche,69.8,BTD; FT,75.0,uncrowded,79.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
FLGT,199,27.18,,,,,,,,,none,early,small,False,42.52,60,-0.0554,50.00,50.00,0,50.00,0,,67.00,LOW,LOW,86.70,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
LYEL,200,26.85,,,,,,,,,none,late,small,False,92.75,60,0.3210,50.00,50.00,0,50.00,0,,44.00,LOW,LOW,56.83,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.83500,0.95,0.95,0.45,0.7
PEPG,201,26.54,,,,,,,,,none,mid,small,False,92.75,60,0.9484,50.00,50.00,0,60.80,5,RA Capital,48.00,LOW,LOW,59.09,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
ARQT,202,26.25,,,,,,,,,sev1,late,mid,False,46.49,60,-0.0260,50.00,50.00,0,57.80,3,Perceptive,59.00,MEDIUM,MODERATE,25.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
CSTL,203,26.13,,,,,,,,,none,late,small,False,92.75,60,0.4038,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,52.14,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
TNGX,204,26.00,,,,,,,,,sev1,early,small,False,92.75,60,0.3061,50.00,50.00,0,60.20,4,Perceptive; RA Capital,71.00,HIGH,HIGH,44.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,60.0,focused,0.83500,0.95,0.95,0.45,0.7
VTYX,205,25.66,,,,,,,,,none,mid,small,False,92.75,60,1.4108,50.00,50.00,0,54.00,1,Baker Bros,44.00,LOW,LOW,20.91,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.80500,0.95,0.85,0.45,0.7
NRIX,206,25.48,,,,,,,,,sev1,mid,small,False,84.98,60,0.2455,50.00,50.00,0,49.00,3,Baker Bros,71.00,MEDIUM,MODERATE,22.73,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
RVMD,207,25.23,,,,,,,,,none,late,large,False,92.75,60,0.6528,50.00,38.43,11.43,66.80,8,Baker Bros; Perceptive,65.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
ARTV,208,24.84,,,,,,,,,sev1,mid,micro,False,67.26,60,0.1278,50.00,50.00,0,58.20,3,RA Capital,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.7
INBX,209,24.36,,,,,,,,,sev1,mid,small,False,92.75,60,0.4362,50.00,50.00,0,56.60,3,,55.00,MEDIUM,MODERATE,42.73,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
PYXS,210,24.32,,,,,,,,,sev1,early,micro,False,7.25,60,-0.3429,50.00,50.00,0,56.60,3,,68.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,45.0,concentrated,0.80500,0.95,0.85,0.45,0.7
AVBP,211,24.29,,,,,,,,,none,late,small,False,46.90,60,-0.0230,50.00,50.00,0,51.80,2,,80.00,MEDIUM,HIGH,35.71,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83000,0.95,0.95,0.45,0.7
ILMN,212,24.02,,,,,,,,,none,early,large,False,61.55,60,0.0856,50.00,50.00,0,50.60,5,,60.00,LOW,LOW,43.57,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
NTRA,213,23.94,,,,,,,,,none,early,large,False,54.66,60,0.0345,50.00,50.00,0,50.20,4,Perceptive,54.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
MNMD,214,23.80,,,,,,,,,none,late,small,False,74.72,60,0.1735,50.00,50.00,0,50.00,0,,52.00,MEDIUM,MODERATE,35.09,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
VKTX,215,23.72,,,,,,,,,sev1,late,mid,False,7.25,60,-0.3819,50.00,50.00,0,62.40,6,Baker Bros,50,UNKNOWN,UNKNOWN,24.53,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
OCS,216,23.62,,,,,,,,,none,late,small,False,80.71,60,0.2155,70.00,59.07,33.55,52.40,1,,50,UNKNOWN,UNKNOWN,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
NKTX,217,23.59,,,,,,,,,none,mid,micro,False,52.93,60,0.0217,50.00,50.00,0,54.00,1,RA Capital,50,UNKNOWN,UNKNOWN,73.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83000,0.95,0.95,0.45,0.7
PGEN,218,23.43,,,,,,,,,sev1,late,small,False,92.75,60,0.3112,50.00,50.00,0,50.00,0,,59.00,MEDIUM,MODERATE,33.23,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,70.0,focused,0.83500,0.95,0.95,0.45,0.7
IKT,219,23.33,,,,,,,,,none,late,micro,False,26.72,60,-0.1634,50.00,50.00,0,52.40,1,,50,UNKNOWN,UNKNOWN,69.88,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.80500,0.95,0.85,0.45,0.7
ENGN,220,23.01,,,,,,,,,none,mid,small,False,92.75,60,0.7154,50.00,50.00,0,54.80,2,,50,UNKNOWN,UNKNOWN,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
APGE,221,22.91,,,,,,,,,none,mid,mid,False,80.75,60,0.2158,50.00,50.00,0,54.80,5,,75.00,MEDIUM,HIGH,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
LGND,222,22.60,,,,,,,,,none,late,mid,False,31.11,60,-0.1399,50.00,50.00,0,50.00,0,,55.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,90.0,moderate,84.0,diversified,0.83000,0.95,0.95,0.45,0.7
SRRK,223,22.49,,,,,,,,,sev1,late,mid,False,68.65,60,0.1382,50.00,50.00,0,50.00,0,,84.00,MEDIUM,HIGH,12.73,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83000,0.95,0.95,0.45,0.7
OBIO,224,22.43,,,,,,,,,none,early,micro,False,35.63,60,-0.1064,50.00,50.00,0,51.20,2,,53.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,53.0,focused,0.74000,0.95,0.85,0.45,0.7
DYN,225,21.61,,,,,,,,,sev1,early,mid,False,18.53,60,-0.2209,50.00,50.00,0,62.00,13,Perceptive,69.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
STOK,226,21.42,,,,,,,,,none,late,small,False,64.57,60,0.1079,50.00,50.00,0,64.40,8,Baker Bros,80.00,MEDIUM,HIGH,66.43,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,68.0,focused,0.80000,0.95,0.85,0.45,0.7
ZVRA,227,20.69,,,,,,,,,none,late,small,False,7.25,60,-0.3747,50.00,50.00,0,50.00,0,,77.00,LOW,MODERATE,47.52,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
RAPT,228,20.67,,,,,,,,,none,mid,small,False,92.75,60,1.8502,50.00,50.00,0,62.60,6,,44.00,LOW,LOW,37.27,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.7
HUMA,229,20.66,,,,,,,,,sev1,early,micro,False,7.25,60,-0.5989,50.00,50.00,0,50.00,0,,68.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
NTLA,230,20.61,,,,,,,,,sev1,early,small,False,51.59,60,0.0117,50.00,50.00,0,58.80,5,Baker Bros,94.00,HIGH,EXTREME,50,neutral,0.2,48.08,exceptional,Regeneron,50,,100.0,highly_crowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.7
KRYS,231,20.55,,,,,,,,,none,early,mid,False,90.53,60,0.2844,80.00,68.61,42.04,62.60,7,Perceptive,75.00,MEDIUM,MODERATE,12.86,ev_cfo,0.8000,50,unknown,,69.0,ODD; BTD,25.0,uncrowded,35.0,single_asset,0.84500,0.95,0.85,0.65,0.7
PSNL,232,20.28,,,,,,,,,none,early,small,False,88.04,60,0.2669,50.00,50.00,0,50.00,0,,62.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
ADCT,233,20.27,,,,,,,,,none,mid,small,False,14.06,60,-0.2522,50.00,50.00,0,50.60,1,,71.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.74500,0.95,0.85,0.45,0.7
NUVL,234,20.20,,,,,,,,,none,late,mid,False,40.72,60,-0.0688,73.70,57.61,20.07,59.60,6,Baker Bros; Perceptive; RA Capital,67.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.7
OPCH,235,19.83,,,,,,,,,none,early,mid,False,51.50,60,0.0111,50.00,50.00,0,50.00,0,,60.00,LOW,LOW,47.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
RGEN,236,19.61,,,,,,,,,none,late,mid,False,40.21,60,-0.0725,50.00,50.00,0,59.00,6,,65.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.7
KURA,237,19.46,,,,,,,,,sev1,late,small,False,18.87,60,-0.2185,50.00,50.00,0,52.40,1,,57.00,LOW,MODERATE,82.92,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
BDTX,238,19.30,,,,,,,,,none,mid,micro,False,7.25,60,-0.3738,50.00,50.00,0,50.00,0,,75.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.80500,0.95,0.85,0.45,0.7
VCYT,239,18.44,,,,,,,,,none,early,mid,False,38.20,60,-0.0874,50.00,50.00,0,48.80,6,,69.00,LOW,LOW,40.71,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
TEM,240,17.89,,,,,,,,,none,early,large,False,7.25,60,-0.3026,50.00,50.00,0,54.20,3,,65.00,MEDIUM,MODERATE,20.74,ev_revenue,0.8000,50,unknown,,50,,20.0,uncrowded,50.0,focused,0.80500,0.95,0.85,0.45,0.7
EYPT,241,17.03,,,,,,,,,sev2,late,small,False,46.87,60,-0.0232,86.48,65.84,17.69,57.20,3,,68.00,LOW,MODERATE,65.53,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
ARDX,242,16.89,,,,,,,,,sev2,late,small,False,69.80,60,0.1467,50.00,50.00,0,52.40,1,,55.00,LOW,MODERATE,49.47,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
CTMX,243,16.19,,,,,,,,,none,mid,small,False,92.75,60,0.5726,50.00,50.00,0,67.60,7,Baker Bros; RA Capital,59.00,LOW,MODERATE,39.09,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
RNA,244,15.76,,,,,,,,,sev2,late,large,False,43.84,60,-0.0456,50.00,50.00,0,70.80,9,Baker Bros; RA Capital,60.00,LOW,LOW,21.43,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
IVVD,245,15.63,,,,,,,,,sev1,late,small,False,92.75,60,0.3146,73.70,57.61,20.07,55.80,2,RA Capital,59.00,MEDIUM,MODERATE,59.94,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
CYTK,246,15.48,,,,,,,,,sev2,late,mid,False,59.37,60,0.0694,66.00,56.93,35.77,52.40,1,,66.00,LOW,MODERATE,33.85,mcap_per_trial,0.8000,40.75,strong,Novartis,50,,100.0,highly_crowded,86.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.7
CRVS,247,15.30,,,,,,,,,none,late,small,False,92.75,60,2.3297,50.00,50.00,0,54.80,2,,62.00,MEDIUM,HIGH,38.20,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.7
SLDB,248,15.09,,,,,,,,,sev2,mid,small,False,40.72,60,-0.0688,98.00,80.39,39.31,59.00,5,RA Capital,73.00,MEDIUM,MODERATE,88.18,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.7
ERAS,249,14.64,,,,,,,,,none,late,mid,False,92.75,60,3.5946,86.48,65.84,17.69,50.00,0,,51.00,LOW,LOW,29.50,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
BBIO,250,14.48,,,,,,,,,sev1,early,large,False,60.52,60,0.0779,50.00,50.00,0,60.80,11,,79.00,LOW,MODERATE,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,42.0,concentrated,0.80000,0.95,0.85,0.45,0.7
SVRA,251,13.98,,,,,,,,,sev1,late,small,False,87.72,60,0.2647,50.00,50.00,0,50.00,0,,57.00,LOW,MODERATE,52.48,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,diversified,0.83500,0.95,0.95,0.45,0.7
ACRS,252,13.88,,,,,,,,,sev2,late,small,False,92.75,60,0.5373,50.00,50.00,0,53.00,6,,57.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
MTSR,253,13.76,,,,,,,,,none,late,mid,False,50,,,68.90,58.89,35.54,58.80,3,RA Capital,50,UNKNOWN,UNKNOWN,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.68000,0.65,0.95,0.45,0.7
CELC,254,13.62,,,,,,,,,none,late,mid,False,92.75,60,0.5527,50.00,50.00,0,58.80,3,Baker Bros,50,UNKNOWN,UNKNOWN,17.70,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
LQDA,255,13.43,,,,,,,,,sev1,late,mid,False,92.75,60,0.4480,50.00,50.00,0,53.00,2,,86.00,MEDIUM,MODERATE,18.32,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
EPRX,256,13.29,,,,,,,,,sev2,mid,small,False,79.67,60,0.2082,50.00,50.00,0,57.20,3,,44.00,LOW,LOW,48.18,mcap_per_trial,0.8000,50,unknown,,50,,25.0,uncrowded,64.0,focused,0.80500,0.95,0.85,0.45,0.7
ANNX,257,13.04,,,,,,,,,sev2,early,small,False,92.75,60,0.8411,50.00,50.00,0,58.40,5,,57.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
SYRE,258,13.00,,,,,,,,,sev2,mid,mid,False,92.75,60,0.3086,80.00,71.67,52.22,58.40,6,Baker Bros,73.00,MEDIUM,MODERATE,17.27,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.87500,0.95,0.95,0.65,0.7
EDIT,259,12.91,,,,,,,,,sev2,early,micro,False,7.25,60,-0.4197,50.00,50.00,0,50.00,0,,59.00,LOW,MODERATE,80.36,mcap_per_trial,0.8000,39.40,strong,Bristol-Myers Squibb,76.2,ODD; BTD; RMAT,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
BLTE,260,12.81,,,,,,,,,sev2,late,mid,False,92.75,60,0.4775,50.00,50.00,0,50.00,0,,50,UNKNOWN,UNKNOWN,10.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.74500,0.65,0.95,0.45,0.7
PRLD,261,12.78,,,,,,,,,sev2,mid,micro,False,92.75,60,0.3212,50.00,50.00,0,54.00,1,Baker Bros,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
ABOS,262,12.54,,,,,,,,,sev2,mid,micro,False,82.18,60,0.2258,50.00,50.00,0,54.00,1,RA Capital,50,UNKNOWN,UNKNOWN,70.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.7
AVIR,263,12.14,,,,,,,,,sev2,mid,small,False,38.43,60,-0.0857,50.00,50.00,0,50.00,0,,76.00,LOW,MODERATE,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83000,0.95,0.95,0.45,0.7
CNTA,264,12.05,,,,,,,,,sev1,mid,mid,False,42.21,60,-0.0577,50.00,50.00,0,62.00,5,,61.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.83000,0.95,0.95,0.45,0.7
VOR,265,12.05,,,,,,,,,sev1,late,small,False,7.25,60,-0.5883,50.00,50.00,0,54.00,1,RA Capital,41.00,LOW,LOW,54.97,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.7
WVE,266,11.98,,,,,,,,,sev1,mid,mid,False,71.49,60,0.1508,50.00,50.00,0,62.80,4,Baker Bros; RA Capital,64.00,LOW,LOW,24.55,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
LRMR,267,11.77,,,,,,,,,sev2,mid,small,False,11.47,60,-0.2704,50.00,50.00,0,57.80,4,RA Capital,77.00,MEDIUM,MODERATE,71.82,mcap_per_trial,0.8000,50,unknown,,50,,35.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
DNTH,268,11.46,,,,,,,,,sev1,late,mid,False,92.75,60,0.5160,50.00,50.00,0,60.40,3,Baker Bros; RA Capital,50,UNKNOWN,UNKNOWN,10.87,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.7
LENZ,269,10.45,,,,,,,,,sev2,late,small,False,7.25,60,-0.4887,50.00,50.00,0,60.20,6,RA Capital,69.00,HIGH,MODERATE,64.29,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
URGN,270,9.89,,,,,,,,,sev2,late,small,False,27.80,60,-0.1558,63.40,49.41,16.78,54.80,2,,68.00,MEDIUM,HIGH,72.36,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
